Date,AveragePrice,TotalVolume,Plu4046,Plu4225,Plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,Type,Year,Region,,Type,Organic,,
2/23/2020,1.463878965,60468.93,21743.96,7826.82,59.34,23703.4,0,0,0,Organic,2020,Plains,,,,,
3/1/2020,1.154647805,1881737.58,835598.87,336525.91,3616,419907.23,0,0,0,Conventional,2020,Plains,,,,,
3/1/2020,1.689643137,49907.85,7238.48,10567.79,15.44,24770.43,0,0,0,Organic,2020,Plains,,,,,
3/8/2020,1.083036666,2085103.46,839374.58,517486.05,2363.29,425411.54,0,0,0,Conventional,2020,Plains,,,,,
3/8/2020,1.797951741,48121.18,4323.04,11453.63,25.83,24641.16,0,0,0,Organic,2020,Plains,,,,,
3/15/2020,1.257015921,2082955.19,786300.26,412369.11,3162.28,576090.73,0,0,0,Conventional,2020,Plains,,,,,
3/15/2020,1.853562847,52701.72,6820.27,8749.77,48.34,30495.59,0,0,0,Organic,2020,Plains,,,,,
3/22/2020,1.262779201,2276455.47,993936.79,445971.16,3400.8,525772.13,0,0,0,Conventional,2020,Plains,,,,,
3/22/2020,1.541366155,82218.83,28344.14,10982.75,164.48,36873.82,0,0,0,Organic,2020,Plains,,,,,
3/29/2020,1.226178602,2070510.66,920045.8,378446.94,2749.52,462060.23,0,0,0,Conventional,2020,Plains,,,,,
3/29/2020,1.731722013,45694.81,6945.48,6462.86,49.34,27150.55,0,0,0,Organic,2020,Plains,,,,,
4/5/2020,1.24493626,2145634.83,927769.51,395825.43,2533.85,507837.14,0,0,0,Conventional,2020,Plains,,,,,
4/5/2020,1.690166648,52102.04,5572.23,6901.4,37.49,33702.27,0,0,0,Organic,2020,Plains,,,,,
4/12/2020,1.26902902,2054230.34,835325.04,433215.81,3586.19,510889,0,0,0,Conventional,2020,Plains,,,,,
4/12/2020,1.728545377,78924.96,34825.16,7022.59,34.58,34203.63,0,0,0,Organic,2020,Plains,,,,,
4/19/2020,1.143958508,2157736.68,938520.02,417745.41,8730.94,482539.4,0,0,0,Conventional,2020,Plains,,,,,
4/19/2020,1.734714426,74252.54,24980.92,5407.36,10.17,40313.68,0,0,0,Organic,2020,Plains,,,,,
4/26/2020,1.157607842,2261356.9,1022174.79,404171.83,4155.85,527285.41,0,0,0,Conventional,2020,Plains,,,,,
4/26/2020,1.722880834,68839.1,19659.55,5538.2,23,39247.04,0,0,0,Organic,2020,Plains,,,,,
5/3/2020,1.060538701,2631216.97,1073696.78,646683.18,4159.96,550436.69,0,0,0,Conventional,2020,Plains,,,,,
5/3/2020,1.756329171,53137.8,15664.44,4290.38,57.51,29328.19,0,0,0,Organic,2020,Plains,,,,,
5/10/2020,1.085903577,2629133.33,1088486.19,577472.33,3326.85,588445.38,0,0,0,Conventional,2020,Plains,,,,,
5/10/2020,1.711301698,62740,15224.64,5385.13,32.71,37014.46,0,0,0,Organic,2020,Plains,,,,,
5/17/2020,1.137276246,2315596.18,959860.03,484964.19,3558.56,552996.5,0,0,0,Conventional,2020,Plains,,,,,
5/17/2020,1.68937262,64439.27,15265.21,4062.63,29.45,41656.49,0,0,0,Organic,2020,Plains,,,,,
5/24/2020,1.123499438,2460729.38,1033514.89,475857.29,3948.94,568413.91,0,0,0,Conventional,2020,Plains,,,,,
5/24/2020,1.576936182,80583.63,27482.12,7684.51,852.28,39989.73,0,0,0,Organic,2020,Plains,,,,,
5/31/2020,1.042654939,2525661.09,972246.65,609081.86,3128.46,561706.8,0,0,0,Conventional,2020,Plains,,,,,
5/31/2020,1.569693509,70462.14,15138.65,4659.29,191.72,44634.81,0,0,0,Organic,2020,Plains,,,,,
6/7/2020,1.072555845,2520447.1,1020884.95,476035.27,2841.05,604858.69,0,0,0,Conventional,2020,Plains,,,,,
6/7/2020,1.67331267,62516.73,13071.48,4773.01,55.42,37788.96,0,0,0,Organic,2020,Plains,,,,,
6/14/2020,1.113044455,2369694.87,948201.48,432235.06,2886.91,615625.2,0,0,0,Conventional,2020,Plains,,,,,
6/14/2020,1.686118958,55864.13,11298.64,4617.55,24.27,33974.27,0,0,0,Organic,2020,Plains,,,,,
6/21/2020,1.007635638,2580983.38,995659.46,645186.01,2698.66,588257.23,0,0,0,Conventional,2020,Plains,,,,,
6/21/2020,1.675634595,61892.31,14083.59,5587.54,37.05,36356.4,0,0,0,Organic,2020,Plains,,,,,
6/28/2020,1.002495403,2410779.26,1057639.69,436242.07,4346.36,545860.31,0,0,0,Conventional,2020,Plains,,,,,
6/28/2020,1.600343212,65251.72,18976.34,4818.6,74.74,38038.61,0,0,0,Organic,2020,Plains,,,,,
7/5/2020,1.023948944,2621960.04,1007934.09,566675.59,4397.38,647736.53,0,0,0,Conventional,2020,Plains,,,,,
7/5/2020,1.615749972,72501.73,23817.42,4708.52,20.72,40176.02,0,0,0,Organic,2020,Plains,,,,,
7/12/2020,1.018650459,2260289.09,919047.4,427165.93,3631.59,575133.47,0,0,0,Conventional,2020,Plains,,,,,
7/12/2020,1.57624926,64892.39,15785.97,4458.93,37.89,40032.88,0,0,0,Organic,2020,Plains,,,,,
7/19/2020,1.035100342,2181151.51,860252.36,403245.14,4182.89,598413.44,0,0,0,Conventional,2020,Plains,,,,,
7/19/2020,1.380628566,74261.35,17619.44,3065.21,8.56,50983.61,0,0,0,Organic,2020,Plains,,,,,
7/26/2020,0.974055362,2320896.16,942220.94,493347.39,4824.64,538732.93,0,0,0,Conventional,2020,Plains,,,,,
7/26/2020,1.394011256,70678.46,17834.58,4573.52,20.66,45924.75,0,0,0,Organic,2020,Plains,,,,,
8/2/2020,0.982773311,2163203.68,876268.19,423441.29,4714.06,517404.02,0,0,0,Conventional,2020,Plains,,,,,
8/2/2020,1.407935927,59931.43,12615.19,3619.03,24.16,39917.08,0,0,0,Organic,2020,Plains,,,,,
8/9/2020,0.976201255,2150044.3,814226.37,473302.12,6787.34,539846.29,0,0,0,Conventional,2020,Plains,,,,,
8/9/2020,1.450895639,51305.43,10142.66,3409.08,24.19,32986.14,0,0,0,Organic,2020,Plains,,,,,
8/16/2020,0.915772105,2387263.31,888329.33,646950.97,3677.49,539517.45,0,0,0,Conventional,2020,Plains,,,,,
8/16/2020,1.545028726,49870.73,12623.12,4321.99,13.66,28722.28,0,0,0,Organic,2020,Plains,,,,,
8/23/2020,0.95722351,2132877.5,868143.74,443783.4,3580.86,488222.72,0,0,0,Conventional,2020,Plains,,,,,
8/23/2020,1.520218984,48756.87,15441.5,3341.03,28.66,27868.58,0,0,0,Organic,2020,Plains,,,,,
8/30/2020,0.969976255,2099959.46,831406.3,425307.23,5536.89,481313.71,0,0,0,Conventional,2020,Plains,,,,,
8/30/2020,1.539210388,53257.25,17895.55,6539.3,50.71,26708.12,0,0,0,Organic,2020,Plains,,,,,
9/6/2020,0.965841297,2115132.67,836408.18,420042.52,7326.76,507668.36,0,0,0,Conventional,2020,Plains,,,,,
9/6/2020,1.619512097,62193.04,17951.92,14434.47,8.46,27373.34,0,0,0,Organic,2020,Plains,,,,,
9/13/2020,0.966681394,2085141.89,853053.88,477339.45,3739.46,457207,0,0,0,Conventional,2020,Plains,,,,,
9/13/2020,1.489098918,62803.34,23233.7,5312.54,18.89,31992.09,0,0,0,Organic,2020,Plains,,,,,
9/20/2020,0.962032778,1905026.87,788274.14,377101.7,2720.45,444050.97,0,0,0,Conventional,2020,Plains,,,,,
9/20/2020,1.536504065,54737.83,13303.27,4050.88,37.49,33418.69,0,0,0,Organic,2020,Plains,,,,,
9/27/2020,0.941416978,2018889.86,704088.43,631376.44,2656.34,420139.43,0,0,0,Conventional,2020,Plains,,,,,
9/27/2020,1.574099331,44935.47,8537.26,3917.45,38.34,28710.79,0,0,0,Organic,2020,Plains,,,,,
10/4/2020,1.006856486,1831661.53,737679.14,364021.17,1854.51,452532.94,0,0,0,Conventional,2020,Plains,,,,,
10/4/2020,1.557261793,44172.26,8926.69,3601.43,20.59,28559.17,0,0,0,Organic,2020,Plains,,,,,
10/11/2020,0.956743956,1947685.24,730854.71,475342.62,2590.07,459438.88,0,0,0,Conventional,2020,Plains,,,,,
10/11/2020,1.556644569,45503.14,13394.68,3051.37,30.86,25593.01,0,0,0,Organic,2020,Plains,,,,,
10/18/2020,0.957222004,1856649.33,634881.63,497991.95,2583.62,484674.64,0,0,0,Conventional,2020,Plains,,,,,
10/18/2020,1.471093518,44569.14,10637.84,2565.98,13.48,27316.24,0,0,0,Organic,2020,Plains,,,,,
10/25/2020,0.945824236,1829470.04,629969.67,436130.64,1832.29,498748.24,0,0,0,Conventional,2020,Plains,,,,,
10/25/2020,1.411667566,43352.89,8703.3,2279.43,56.59,28918.57,0,0,0,Organic,2020,Plains,,,,,
11/1/2020,0.868567109,1966826.76,710293.97,467278.62,2273.73,505460.05,0,0,0,Conventional,2020,Plains,,,,,
11/1/2020,1.389654812,45218.72,8538.34,2741.93,3.42,29702.08,0,0,0,Organic,2020,Plains,,,,,
11/8/2020,0.938553286,1839848.67,716724.92,348846.43,2046.16,515718.03,0,0,0,Conventional,2020,Plains,,,,,
11/8/2020,1.319482352,66129.28,8272.33,22906.32,27.28,30369.06,0,0,0,Organic,2020,Plains,,,,,
11/15/2020,0.931439987,1871906.33,617964.96,424671.87,2622.22,549161.2,0,0,0,Conventional,2020,Plains,,,,,
11/15/2020,1.480734878,48267.55,6398.72,6332.8,10.27,31533.11,0,0,0,Organic,2020,Plains,,,,,
11/22/2020,0.909704196,1810083.76,619128.49,386437.33,2455.96,539188.69,0,0,0,Conventional,2020,Plains,,,,,
11/22/2020,1.401902172,41809.57,5987.33,2396.43,6.84,28876.78,0,0,0,Organic,2020,Plains,,,,,
11/29/2020,0.883246391,1614428.3,574465.79,348099.54,1251.04,459416.81,0,0,0,Conventional,2020,Plains,,,,,
11/29/2020,1.47133077,34762.83,5845.24,2317.67,41,22581.46,0,0,0,Organic,2020,Plains,,,,,
12/6/2020,0.807810511,2078153.47,677230.84,561277.23,1111.38,531800.1,0,0,0,Conventional,2020,Plains,,,,,
12/6/2020,1.36853147,42610.61,6184.74,2885.51,37.69,29355.5,0,0,0,Organic,2020,Plains,,,,,
12/13/2020,0.856078763,1970717.48,638460.64,458564.01,1112.98,581689.86,0,0,0,Conventional,2020,Plains,,,,,
12/13/2020,1.350337113,42177.8,5895.62,1723.72,47.94,29667.87,0,0,0,Organic,2020,Plains,,,,,
12/20/2020,0.838164304,1870165.09,593056.58,461736.55,1112.37,553216.48,0,0,0,Conventional,2020,Plains,,,,,
12/20/2020,1.388248192,40344.73,6071.57,1862.9,34.33,27074.85,0,0,0,Organic,2020,Plains,,,,,
12/27/2020,0.845850506,1776741.23,568124.28,461667.69,1321.44,498652.76,0,0,0,Conventional,2020,Plains,,,,,
12/27/2020,1.429913174,36166.83,5560.38,1837.89,17.15,23782.23,0,0,0,Organic,2020,Plains,,,,,
1/4/2021,0.785545678,2371391.81,690005.8,788953.19,1405.99,559893.79,462143.15,41676.91,44420.12,Conventional,2021,Plains,,,,,
1/4/2021,1.405435215,44473.78,6762.16,2501.92,51.73,30107.74,28343.33,1747.83,3.15,Organic,2021,Plains,,,,,
1/10/2021,0.919398298,2216093.34,687114.6,520059.31,1873.6,665250.67,561249.32,40150.61,51883.4,Conventional,2021,Plains,,,,,
1/10/2021,1.37468799,52136.03,8105.45,2168.16,13.74,34838.98,31661.33,3136,0,Organic,2021,Plains,,,,,
1/17/2021,0.859684495,2277500.29,676015.66,611130.23,1551.24,681672.53,569971.88,45285.82,50814.36,Conventional,2021,Plains,,,,,
1/17/2021,1.328390594,52457.77,7155.38,2473.25,27.55,36182.94,35541.38,588.8,9.45,Organic,2021,Plains,,,,,
1/24/2021,0.928236379,2205793.85,667821.42,527823.55,1784.09,670831.36,558112.06,43315.69,51742,Conventional,2021,Plains,,,,,
1/24/2021,1.402707548,45474.84,6602.02,2358.27,15.61,32814.42,32341.8,450.72,0,Organic,2021,Plains,,,,,
1/31/2021,0.947362538,2110768.72,626503.96,483496.36,1451.66,669632.44,553341.61,45538.31,53033.25,Conventional,2021,Plains,,,,,
1/31/2021,1.394291227,46539.82,7258.01,2044.52,24.09,31146.67,30623.04,503.32,0,Organic,2021,Plains,,,,,
2/7/2021,0.834592352,2819024.83,830626.15,860114.42,1661.57,764404,617475.89,46263.72,56614,Conventional,2021,Plains,,,,,
2/7/2021,1.37517328,47808.32,7154.91,2569.53,10.32,31727.49,31388.46,320.57,0,Organic,2021,Plains,,,,,
2/14/2021,0.89147778,2151095.44,691439.64,483652.85,1257.83,669974.5,529426.56,37370.77,51184.28,Conventional,2021,Plains,,,,,
2/14/2021,1.362677616,45383.13,6653.84,1801.82,17.16,31241.52,30782.67,443.98,3.15,Organic,2021,Plains,,,,,
2/21/2021,0.894770416,2038537.26,653938.76,521844.46,1367.79,607305.02,494592.94,30921.1,43924.72,Conventional,2021,Plains,,,,,
2/21/2021,1.298891498,56856.53,16809.4,3268.19,6.83,30172.68,29641.69,527.66,0,Organic,2021,Plains,,,,,
2/28/2021,0.899749186,2062042.32,601358.58,484828.03,1515.44,664373.18,562947.47,31599.4,47749.45,Conventional,2021,Plains,,,,,
2/28/2021,1.438538215,51517.01,9852.12,4879.91,11.66,29437.09,28935.51,488.06,0,Organic,2021,Plains,,,,,
3/7/2021,0.955722287,2130430.51,609375.01,509014.14,1177.25,690453.19,573520.47,38466.42,55827,Conventional,2021,Plains,,,,,
3/7/2021,1.309703744,73986.36,11132.27,26488.07,17.08,30149.15,29534.43,609.69,0,Organic,2021,Plains,,,,,
3/14/2021,0.974796149,2074424.03,644079.7,457935.88,1583.73,688066.67,570587.43,38499.55,55321.6,Conventional,2021,Plains,,,,,
3/14/2021,1.510564386,60818.14,8042.56,10478.5,15.32,36401.28,32498.46,3894.46,0,Organic,2021,Plains,,,,,
3/21/2021,0.927741457,2147499.45,600622.01,580699.45,1804.13,640642.27,524700.44,37275.03,54906.71,Conventional,2021,Plains,,,,,
3/21/2021,1.34420504,59211.83,16539.02,4107.66,3.4,33599.59,29340.74,4240.63,0,Organic,2021,Plains,,,,,
3/28/2021,1.089059283,2047905.65,602617.44,433872.5,1368.73,657854.31,546921.31,34769.15,54342.26,Conventional,2021,Plains,,,,,
3/28/2021,1.456011771,51269.39,10496.16,1708.34,13.54,33736.35,30966.14,2740.65,3.15,Organic,2021,Plains,,,,,
4/4/2021,1.154849577,2030794.04,599218.85,399475.29,1240.75,694012.64,570891.44,40189.78,58219.08,Conventional,2021,Plains,,,,,
4/4/2021,1.556201838,50862.29,8400.19,1905.56,62.47,34084.24,33110.98,968.28,0,Organic,2021,Plains,,,,,
4/11/2021,1.097260146,2084420.57,640722.06,457798.71,1511.06,628578.05,499707.41,42566.35,58171.06,Conventional,2021,Plains,,,,,
4/11/2021,1.592963791,49846.94,9467.65,2032.82,10.1,33182.75,32358.49,807.6,0,Organic,2021,Plains,,,,,
4/18/2021,1.172588182,2056873.61,625400.93,409920.47,1415.13,642390.38,504500.65,63083.61,41790.66,Conventional,2021,Plains,,,,,
4/18/2021,1.594385445,51255.8,10201.91,1787.5,25.24,34491.99,33752.31,719.9,0,Organic,2021,Plains,,,,,
4/25/2021,1.205224159,1961028.27,571329.21,420075.4,1550.94,634937.06,513218.8,84129.29,7351.13,Conventional,2021,Plains,,,,,
4/25/2021,1.680399836,53670.1,9778.84,2455.34,33.67,36041.64,35326.39,692.15,3.15,Organic,2021,Plains,,,,,
5/2/2021,1.115925702,2254852.39,695697.46,528356.72,1500.15,641187.35,478242.51,42880.07,43019.24,Conventional,2021,Plains,,,,,
5/2/2021,1.690768122,50765.18,9063.33,2302.17,37.56,33511.56,30857.87,2633.75,0,Organic,2021,Plains,,,,,
5/9/2021,1.081011289,2309211.88,676176.62,565975.76,1649.61,660214.91,513790.34,43144.09,55485.13,Conventional,2021,Plains,,,,,
5/9/2021,1.698571009,47959.95,8032.68,2502.45,68.39,31072.2,30377.29,681.75,0,Organic,2021,Plains,,,,,
5/16/2021,1.145254434,1929268.9,552290.01,426632.48,1615.56,621779.64,510872.37,40766.18,52253.38,Conventional,2021,Plains,,,,,
5/16/2021,1.830041801,47085.5,6906.93,13897.95,18.62,21140.57,20599.78,539.15,0,Organic,2021,Plains,,,,,
5/23/2021,1.150509251,1989535.62,595000.44,390749.58,2408.66,650075.39,499740.92,45313.72,53153.62,Conventional,2021,Plains,,,,,
5/23/2021,1.77852481,46804.34,8606.08,4482.67,49.29,27739.26,18322.38,627.96,0,Organic,2021,Plains,,,,,
5/30/2021,1.110484798,2055573.04,601024.52,461874.51,1642.91,633941.9,484576.46,45211.18,55102.64,Conventional,2021,Plains,,,,,
5/30/2021,1.759227167,48259.31,7899.77,2214.5,21.96,32894.25,23797.15,657.83,0,Organic,2021,Plains,,,,,
6/6/2021,1.171497007,2055335.71,596853.93,455115,5792.43,623252.82,476551.72,41094.37,54324.67,Conventional,2021,Plains,,,,,
6/6/2021,1.81454759,47287.09,7904.23,2296.24,50.51,32690.5,23674.71,594.2,0,Organic,2021,Plains,,,,,
6/13/2021,1.157876484,2088546.67,617535.61,445627.99,12439.8,643206,487298.95,44030.7,54994.37,Conventional,2021,Plains,,,,,
6/13/2021,1.79947884,47770.98,8037.42,2366.21,16.99,32252.14,23696.47,578.23,3.15,Organic,2021,Plains,,,,,
6/20/2021,1.117167722,2102503.9,630895.62,456900.58,2558.17,652996.75,482833.78,47742.76,50023.79,Conventional,2021,Plains,,,,,
6/20/2021,1.593252856,38296.13,0,0,0,33113.37,23395.5,563.97,9.45,Organic,2021,Plains,,,,,
6/27/2021,1.064643641,2166584.54,724859.07,462660.53,1612.39,603327.55,450472.13,43880.78,48610.79,Conventional,2021,Plains,,,,,
6/27/2021,1.607738192,37740.69,0,0,0,32358.99,23839.91,612.58,6.3,Organic,2021,Plains,,,,,
7/4/2021,1.049632314,2384515.4,762366.25,524235.53,2087.28,687607.08,470767.04,100386.44,50873.24,Conventional,2021,Plains,,,,,
7/4/2021,1.597167273,38788.14,0,0,0,33592.86,25398.62,492.49,0,Organic,2021,Plains,,,,,
7/11/2021,0.982775183,2252549.63,676068.84,530501.01,1757.45,663546.82,450347.07,98847.93,51576.95,Conventional,2021,Plains,,,,,
7/11/2021,1.578189257,27298.93,0,0,0,22378.04,13869.19,687.39,0,Organic,2021,Plains,,,,,
7/18/2021,0.993770077,2146361.14,646556.72,394956.84,1939.65,684787.59,451943.55,113530.47,49962.38,Conventional,2021,Plains,,,,,
7/18/2021,1.744548642,44762.32,8801.75,2188.1,45.94,28945.82,20139.44,783.33,6.3,Organic,2021,Plains,,,,,
7/25/2021,0.98073914,2144165.72,618778.23,477880.7,1493.2,661472.46,406650.18,136660.71,55194.92,Conventional,2021,Plains,,,,,
7/25/2021,1.700074736,46227.7,7530.73,2020.99,16.78,31035.61,22411.4,865.76,0,Organic,2021,Plains,,,,,
8/1/2021,1.058105826,1923428.02,558630.68,414716.34,1470.39,612525.69,374793.81,127981.7,53548.99,Conventional,2021,Plains,,,,,
8/1/2021,1.666985847,47123.73,7603.66,1723.78,54.37,31966.36,23519.29,1069.78,0,Organic,2021,Plains,,,,,
8/8/2021,1.080662235,1876894.58,589730.82,390131.17,1329.85,512034.09,324516.56,92815.39,38227.58,Conventional,2021,Plains,,,,,
8/8/2021,1.556457098,54409.22,7750.17,1872.41,76.32,39213.28,29904.63,1131.25,6.3,Organic,2021,Plains,,,,,
8/15/2021,1.027109478,1962020.37,570418.77,488234.23,1697.97,543108.85,304337.47,120222.99,66358.33,Conventional,2021,Plains,,,,,
8/15/2021,1.638043631,44953.03,7511.59,2231.59,67.79,29511.92,18817.05,2536.36,0,Organic,2021,Plains,,,,,
8/22/2021,1.106987922,1787362.68,570610.09,373481.27,1286.53,493711.96,316871.98,91945.9,33137.27,Conventional,2021,Plains,,,,,
8/22/2021,1.662727222,45728.66,7548.59,2159.15,55.65,29941.06,15560.27,5954.55,0,Organic,2021,Plains,,,,,
8/29/2021,1.128275171,1748106.06,531574.86,342393.25,1195.35,531805.97,325037.71,119108.07,26756.99,Conventional,2021,Plains,,,,,
8/29/2021,1.606199283,59995.29,8212.41,2577.68,18.72,42064.82,29346.95,4247.52,3.15,Organic,2021,Plains,,,,,
9/5/2021,1.112603753,1790266.34,551075.31,350209.11,1396.81,551219.82,312387.64,142721.81,7169.77,Conventional,2021,Plains,,,,,
9/5/2021,1.512379111,61529.91,5561.64,2072.37,10.17,48813.89,38898.02,1165.18,0,Organic,2021,Plains,,,,,
9/12/2021,1.13549387,1744228.56,587761.27,310143.64,1101.12,523503.1,341880.95,96540.39,5922.43,Conventional,2021,Plains,,,,,
9/12/2021,1.663805174,63298.16,10406.14,2165.62,44.08,44335.7,33985.67,1139.43,6.3,Organic,2021,Plains,,,,,
9/19/2021,1.122681638,1743283.99,572540.73,337124.74,1084.53,509727.49,341710.41,100581.84,9898.3,Conventional,2021,Plains,,,,,
9/19/2021,1.721994063,48532.09,7865.66,2164.92,43.89,32263.12,22099.41,1110.61,6.3,Organic,2021,Plains,,,,,
9/26/2021,1.159390986,1693947.07,542413.65,285968.8,1179.08,535861.79,338167.7,113775.28,26555.15,Conventional,2021,Plains,,,,,
9/26/2021,1.65461032,49436.74,7143.37,2094.58,13.5,34145.45,24118.04,1163.31,0,Organic,2021,Plains,,,,,
10/3/2021,1.187237327,1682244.08,553337.64,278842.5,1059.8,504598.87,337460.2,82431.95,25805.98,Conventional,2021,Plains,,,,,
10/3/2021,1.759722489,43560.65,8304.34,2215.44,23.69,26847.68,17574.65,1161.78,0,Organic,2021,Plains,,,,,
10/10/2021,1.213080323,1681596.79,541881.04,261164.43,1317.17,528227.17,335929.56,115019.47,17568.15,Conventional,2021,Plains,,,,,
10/10/2021,1.814787637,39858.05,8433.86,1801.98,16.89,23671.24,15057.61,946.52,0,Organic,2021,Plains,,,,,
10/17/2021,1.156338891,1664493.81,518954.97,297916.17,1440.38,531960.25,354845.14,106444.5,16241.67,Conventional,2021,Plains,,,,,
10/17/2021,1.753866291,43697.15,8263.7,1916.64,13.52,27593.57,18295.68,1555.19,0,Organic,2021,Plains,,,,,
10/24/2021,1.131330267,1697948.57,543954.53,292123.92,1508.95,512567.97,376425.02,66929.91,17485.17,Conventional,2021,Plains,,,,,
10/24/2021,1.752799749,40360.61,7763.49,2098.95,20.31,25008.64,16194.74,1253.9,0,Organic,2021,Plains,,,,,
10/31/2021,1.067710479,1783393.03,555898.4,383975,1304.29,513140.99,415179.74,37185.41,6473.32,Conventional,2021,Plains,,,,,
10/31/2021,1.752521974,38987.15,7451.4,2011.56,16.92,24675.26,15924.92,1291.14,0,Organic,2021,Plains,,,,,
11/7/2021,1.127112205,1642656.85,515876.76,269670.84,2367.93,536892.03,438332.89,36650.16,3532.7,Conventional,2021,Plains,,,,,
11/7/2021,1.793380446,40487.77,8312.23,2252.61,37.22,24178.83,16004.9,1031.84,0,Organic,2021,Plains,,,,,
11/14/2021,1.147917033,1672248.08,521965.78,302154.62,1803.21,534391.53,422569.47,35896.93,15457.44,Conventional,2021,Plains,,,,,
11/14/2021,1.793719572,43391.58,9237.01,2322.49,0,26608.07,17387.05,900.82,0,Organic,2021,Plains,,,,,
11/21/2021,1.084551843,1666179.76,478055.18,391435.13,1602.44,496071.38,384106.61,34071.31,20324.44,Conventional,2021,Plains,,,,,
11/21/2021,1.823035055,39583.81,8780.85,2059.45,23.59,23470.49,17126.41,542.83,0,Organic,2021,Plains,,,,,
11/28/2021,1.193388953,1384182.57,415814.37,284224.18,1667.67,432872.3,339915.36,31452.26,19764.02,Conventional,2021,Plains,,,,,
11/28/2021,1.845492306,36219.06,6996.6,1954.65,20.27,22089.18,16811.61,779.37,0,Organic,2021,Plains,,,,,
9/3/2017,2.84,17417.97,176.24,2517.99,0,14723.74,1616.39,13002.18,105.17,organic,2017,Portland,,,,,
10/1/2017,2.86,16126.21,188.42,2362.6,1.64,13573.55,1314.56,12249.89,9.1,organic,2017,Portland,,,,,
1/8/2018,1.289713799,513462.65,284091.53,26861.91,14709.63,38725.18,0,0,0,Conventional,2018,Portland,,,,,
1/8/2018,1.734833475,23555.73,3666.59,5890.29,0,1449.84,0,0,0,Organic,2018,Portland,,,,,
1/14/2018,1.10807272,638821.85,220088.28,76444.63,15317.52,28665.45,0,0,0,Conventional,2018,Portland,,,,,
1/14/2018,1.943671894,17694.11,3172.5,4117.13,0,1260,0,0,0,Organic,2018,Portland,,,,,
1/21/2018,1.244520306,537395.53,297311.93,24791.44,17742.36,40561.02,0,0,0,Conventional,2018,Portland,,,,,
1/21/2018,1.925069363,21488.29,3118.94,2730.86,8.2,1150.41,0,0,0,Organic,2018,Portland,,,,,
1/28/2018,1.414664346,433340.45,198621.62,22631.27,16457.87,36443.53,0,0,0,Conventional,2018,Portland,,,,,
1/28/2018,1.924239856,18169.69,2439.91,2300.92,0,902.74,0,0,0,Organic,2018,Portland,,,,,
2/4/2018,0.938959551,906974.02,388721,100190.45,14734.59,31225.25,0,0,0,Conventional,2018,Portland,,,,,
2/4/2018,1.571555065,27812.83,2432.87,3855.08,0,1083.49,0,0,0,Organic,2018,Portland,,,,,
2/11/2018,1.326302817,442739.43,189863.61,31290.44,16907.79,38954.13,0,0,0,Conventional,2018,Portland,,,,,
2/11/2018,1.670199902,28556,2430.02,6433.62,6.86,1317.75,0,0,0,Organic,2018,Portland,,,,,
2/18/2018,1.115938001,548824.24,302810.04,23251.22,16078.9,38588.47,0,0,0,Conventional,2018,Portland,,,,,
2/18/2018,1.918903878,21450.44,2071.34,4030.71,0,1193.56,0,0,0,Organic,2018,Portland,,,,,
2/25/2018,1.07534248,661092.38,232691.05,68432.55,15805.12,32438.58,0,0,0,Conventional,2018,Portland,,,,,
2/25/2018,1.734315713,25278.19,2615.71,3104.38,0,1505.64,0,0,0,Organic,2018,Portland,,,,,
3/4/2018,1.233585434,515470.62,282500.76,18513.42,15877.6,39799.36,0,0,0,Conventional,2018,Portland,,,,,
3/4/2018,1.678467299,31529.01,1611.62,5902.88,1.37,1566.6,0,0,0,Organic,2018,Portland,,,,,
3/11/2018,1.174991186,578125.98,331322.06,19378.89,16634.96,45235.69,0,0,0,Conventional,2018,Portland,,,,,
3/11/2018,1.795948747,27945.98,1256.46,6655.58,30.14,1638.69,0,0,0,Organic,2018,Portland,,,,,
3/18/2018,1.097050361,649737.69,203439.38,66967.13,17097.16,38089.96,0,0,0,Conventional,2018,Portland,,,,,
3/18/2018,1.907929848,22171.9,1329.5,6098.49,15.05,1742.61,0,0,0,Organic,2018,Portland,,,,,
3/25/2018,1.115535598,558654.67,324006,18191.63,13334.13,45582.39,0,0,0,Conventional,2018,Portland,,,,,
3/25/2018,1.748034385,28728.22,1578.72,6911.57,0,1397.16,0,0,0,Organic,2018,Portland,,,,,
4/1/2018,1.285222286,510104.31,258687.05,18253.04,16848.58,41050.26,0,0,0,Conventional,2018,Portland,,,,,
4/1/2018,1.794958642,28694.71,1601.15,9444.14,2.73,1363.16,0,0,0,Organic,2018,Portland,,,,,
4/8/2018,0.861157594,938775.94,424147.92,90806.58,16040.73,28082.38,0,0,0,Conventional,2018,Portland,,,,,
4/8/2018,1.963971816,21921.63,1650.92,10930.99,1.36,1253.7,0,0,0,Organic,2018,Portland,,,,,
4/15/2018,1.109309172,603674.87,266883.43,44999.73,17014.73,37232,0,0,0,Conventional,2018,Portland,,,,,
4/15/2018,1.752498596,30960.74,1824.21,8484.08,2.72,1621.33,0,0,0,Organic,2018,Portland,,,,,
4/22/2018,1.081625004,644955.85,338430.49,38214.66,18827.03,33906.75,0,0,0,Conventional,2018,Portland,,,,,
4/22/2018,1.680294195,34914.4,1728.19,13232.83,19.02,1358.31,0,0,0,Organic,2018,Portland,,,,,
